"title","field_oeuvre_code_value","field_oeuvre_realisee_value","field_oeuvre_description_value","field_oeuvre_dimensions_value","field_oeuvres_elem_techniques_value","field_oeuvre_edition_value","field_oeuvre_cout_prod_value","field_oeuvre_val_assurance_value","field_oeuvre_prix_vente_value","field_oeuvre_notes_value","field_oeuvre_memo_value","field_oeuvre_emplacement_value","field_oeuvre_collection_value","field_oeuvre_cout_prod_dol_value","field_oeuvre_val_assurance_dol_value","field_oeuvre_prix_vente_dol_value","field_oeuvre_publiable_value","field_oeuvres_notice_value","field_oeuvres_legende_value","field_oeuvres_dim_feet_value","field_sous_titre_value","field_oeuvre_date_value","field_courtesy_value","field_oeuvre_adresse_web_url","category","localisation","logicel","series","filepaths"
"Méta-Ivry, 2015","2015-MC-METAIVRY","oui","Installation accompagnée de la musique de Jacopo Baboni Schilingi

« Méta-Ivry », seconde installation numérique créée spécifiquement pour l'exposition, traite de la mutation de la ville d'Ivry-sur-Seine que l'artiste connaît bien pour y avoir son atelier près de la confluence de la Seine et de la Marne. Cette création montre une autre approche de l'urbanisme, où les projets urbains se fondent sur la géographie et l'histoire du lieu, pensant le dialogue au site, sans nier l’apport contemporain indispensable pour évoluer.
Une bande d'images vidéos filmés dans les rues d'Ivry se superpose à des éléments d'architectures imaginaires en 3D. Ce travelling qui traverse la ville de part en part, crée  un télescopage troublant d'images, renforcé par l'univers sonore créé par Jacopo Baboni Schilingi, qui emprunte des références sonore lié au milieu urbain (chantier de construction, circulation automobile...). Fragments de l'industrie passée se mêlent aux architectures contemporaines et bâtiment en construction.

Cette double trame qui défile à grande vitesse, crée un maillage cybernétique entre réalité et fiction, véritable métaphore de cette ville en mutation avec notamment le projet d'Ivry Confluences.  « Méta-Ivry » inscrit le temps dans la ville, ravive la mémoire de ce qu'a été Ivry et témoigne de la vitalité de cette ville présente et à venir.","-","L'oeuvre comprend 1 vidéo-projecteur, 1 lecteur multiplayer, 2 enceintes.","Oeuvre Unique",NULL,NULL,NULL,"Musique : Jacopo Baboni Schilingi
Prises de vue : Claude Mossessian
Modèles 3D : L'Autre Image
Montage : Voxels Productions","A l'exposition \"Réseaux et interactions\" l'oeuvre est présentée sur écran.","La Fabrika, Ivry-sur-Seine",NULL,NULL,NULL,NULL,"oui",NULL,"Méta-Ivry, Miguel Chevalier, 2015, Oeuvre de réalité virtuelle - Vidéo 60 min, Oeuvre unique
",NULL,NULL,2015,NULL,"http://www.miguel-chevalier.com/fr/meta-territoires?","Vidéo","Atelier","Logiciel : Claude Micheli","Meta-Cité","sites/default/files/media/images/img_1960.jpg,sites/default/files/media/images/2015-mc-metaivry1_0.png,sites/default/files/media/images/2015-mc-metaivry2_0.png,sites/default/files/media/images/2015-mc-metaivry3_0.png,sites/default/files/media/images/2015-mc-metaivry4_0.png,sites/default/files/media/images/2015-mc-metaivry5.png,sites/default/files/media/images/img_1959_4.jpg"
"Liquid Pixels 2015","2015-PL-LPIBIZA","oui","Les chefs de renommée internationale Ferran et Albert Adrià connu pour leur gastronomie moléculaire au restaurant elBulli et Guy Laliberté, fondateur du Cirque du Soleil, ont ouvert le 1er juillet, Heart Ibiza, un nouveau concept d'expériences multi-sensorielles. Heart Ibiza est le point de rencontre entre gastronomie, art (Takashi Murakami, Dan Graham, Miguel Chevalier, Rafael Lozano-Hemmer), design et architecture (Patricia Urquiola), performances et musique.   Dans le cadre de ce nouveau lieu et du projet « LIVE ART » proposé par la Galerie Ventana Contemporary Ibiza, Miguel Chevalier a reçu la commande de deux installations de réalité virtuelle génératives et interactives présentées chaque soir : “FRACTAL FLOWERS 2015\" et “LIQUID PIXELS 2015\". Ces deux créations entrent en dialogue avec l'unique environnement de Heart, interagissent avec la musique et les performances artistiques. “Liquid Pixels 2015“ est un hommage à la peinture des années 50, de Jackson Pollock, de Sam Francis, de Pierre Soulages, de Luis Feito ... et s’inscrit dans la continuité de « l’Action painting ». Une peau de pixels colorés évolue de façon autonome. Les mouvements des performeurs du Cirque du Soleil créent des traînées de couleur qui se mélangent et fusent avec la « peinture lumière » en trame de fond, avant de s'effacer lentement jusqu'au prochain passage. L'oeuvre interagit également avec certains concerts live durant la soirée. Les notes des instruments comme la cithare, créent des turbulences dans les images. Sortant du rapport au tableau et faisant corps avec l'écran, Miguel Chevalier met au point la technique du « dripping électronique », une peinture de la lumière en perpétuel mouvement. Cet univers liquides aux couleurs chaudes, rappelle aussi bien la mer que le coucher de soleil d'Ibiza. Ce paysage abstrait qui évolue en temps réel sous nos yeux, nous plonge dans un monde recréé entre le rêve et la magie.","12 x 4,50 m","L'installation comprend 4 projecteurs 20000 Lumens, 1 caméra infrarouge, 1 ordinateur et 1 capteur sonore.","Oeuvre unique",NULL,NULL,NULL,"L'oeuvre \"Fractal Flowers\" 2015 a été présenté dans le Heart Ibiza (Supper Club)  Pss. Joan Carles I, 17, 07800 Ibiza (ESP) à partir de 21h00 à l'occasion de l'ouverture du Club dans le cadre du projet \"Live art\" proposé par la galerie Ventana Contemporary Ibiza.",NULL,"-",NULL,NULL,NULL,NULL,"oui",NULL,"Liquid Pixels, Miguel Chevalier, 2015, Installation de réalité virtuelle générative et interactive, 12 x 4,50 m, Oeuvre unique","39,37 x 14,73 ft",NULL,2015,"Ventana Contemporary Ibiza","http://www.miguel-chevalier.com/fr/liquid-pixels?","Installation de réalité virtuelle interactive et générative","Inconnue","Logiciel : Cyrille Henry et Antoine Villeret","Pixels Liquides","sites/default/files/media/images/2015-pl-ibiza5.jpg,sites/default/files/media/images/2015-pl-ibiza4_0.jpg,sites/default/files/media/images/2015-pl-ibiza3.jpg,sites/default/files/media/images/2015-pl-ibiza2_0.jpg,sites/default/files/media/images/2015-pl-ibiza1.jpg"
"Archi-Pixel, 2015","2015-PX-ARPX","oui",NULL,"Taille de la sculpture : 16,50 x 16,50 x 48 cm; taille du socle lumineux avec lampe ultra-violet : 16,50 x 16,50 x 117 cm","Sculpture cylindrique en Plexiglas","Oeuvre nique",2000,14500,14500,"Le coût de production de 2 000 € HT comprend le socle lumineux; le socle est fourni avec la sculpture; nécessité d’électricité.","Le prix de 14500 euros ne comprend pas le socle.","La Fabrika, Ivry-sur-Seine, Bâtiment Prudhon, comptoir",NULL,NULL,NULL,NULL,"oui",NULL,"Archi-Pixels, Miguel Chevalier, 2015, Sculpture cylindrique en Plexiglas, 16,50 x 16,50 x 48 cm, Oeuvre unique","6,49 x 6,49 x 18,89 in (Sculpture); 6,49 x 6,49 x 46,03 in (light stand)",NULL,2015,NULL,NULL,"Sculpture en Plexiglas","Atelier",NULL,"Pixels","sites/default/files/media/images/2015-px-archipxbis.jpg,sites/default/files/media/images/2015-px-arpxter.jpg,sites/default/files/media/images/2016-e-yiaartbruxellesvue4.jpg"
"Pixels Emeraude 2015","2015-PX-PXEMER","oui",NULL,"-","Collier en résine par impression 3D avec diamants et un émeraude.","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"Collectionneur","Collection Renata Sapey",NULL,NULL,NULL,"oui",NULL,"Pixels Emeraude, Miguel Chevalier, 2015, Collier en résine par impression 3D, diamants, émeraude, Œuvre unique",NULL,NULL,2015,NULL,NULL,"Bijoux","Vendu",NULL,"Pixels","sites/default/files/media/images/collier_pixel_emeraude_006.jpg,sites/default/files/media/images/collier_pixel_emeraude_002.jpg"
"Digital Waterlilies","2015-SN-DIGWAT","oui","L’exposition de l'artiste Miguel Chevalier « Paradis Artificiels 2015 » au Domaine de la Roche Jagu fait écho à l'exposition « Des Hommes et des Plantes qui soignent ». Présentée au 3ème niveau du château dans la partie des combles, l’œuvre explore à travers la présentation de jardins virtuels, le lien entre la nature et l'artifice qui aujourd’hui coexistent et s’enrichissent mutuellement. Ces fleurs, plantes et jardins virtuels s’inscrivent dans une démarche initiée par l'artiste à la fin des années 1990 qui s'appuie sur l’observation du règne végétal, et sa transposition imaginaire et poétique dans l’univers numérique. La première installation, « Arborescences digitales 2015 », est un jardin virtuel génératif projeté sur un écran de fils blancs. Cette nature numérique, rappelant celle d'un sous- bois, mêle différentes espèces d'arbres, d'arbustes, de feuillages et de brindilles. Certaines de ces plantes sont présentées dans le parcours de l'exposition « Des Hommes et des Plantes qui soignent ». Le développement de cette nature artificielle s’inspire des arborescences et des systèmes d'organisation de données informatiques, utilisant le principe de racines et de branches. Cette nature aux formes parfois réalistes, parfois abstraites, naît aléatoirement, s’épanouit et meurt en fonction de différents « codes morphogénétiques ». Le jardin se renouvelle en permanence. Comme Alice passant de l’autre côté du miroir, les visiteurs sont invités à traverser l'écran pour découvrir la seconde installation projetée au sol, « Digital Waterlilies 2015 ». Les visiteurs traversent ce parterre de plantes numériques qui se développe en temps réel. Cette création est également interactive : au passage des visiteurs, les plantes grossissent, s'écartent et disparaissent sous leurs pieds. Il se crée un étrange dialogue avec cette nature virtuelle plus vivante que jamais. Ces deux installations nous transportent dans un univers végétal très intriguant, au sein d’une nature virtuelle démesurée et luxuriante toujours plus surprenante. ","5 x 4 m","1 PC, 2 vidéoprojecteurs, 1 caméra infrarouge","Oeuvre unique",NULL,NULL,NULL,"Le logiciel d'interaction a été réalisé par Antoine Villeret","-","La Fabrika, Ivry-sur-Seine",NULL,NULL,NULL,NULL,"non","-","Digital Waterlilies, Miguel Chevalier, 2015, Installation de réalité virtuelle générative et interactive, 5 x 4 m, Oeuvre unique","16.40 x 13,12 ft",NULL,2015,NULL,"http://www.miguel-chevalier.com/fr/arborescences-digitales-et-digital-waterlilies?","Installation de réalité virtuelle interactive et générative","Atelier","Logiciel: Claude Micheli","Sur-Natures","sites/default/files/media/images/2015-tn-digitalwaterlilies2.jpg,sites/default/files/media/images/2015-tn-digitalwaterlilies4_0.jpg,sites/default/files/media/images/2015-tn-digitalwaterlilies3_0.jpg,sites/default/files/media/images/2015-tn-digitalwaterlilies1.jpg"
"Arborescences Digitales","2015-TN-ARBORESCENCESDIGITALES","oui","L’exposition de l'artiste Miguel Chevalier « Paradis Artificiels 2015 » au Domaine de la Roche Jagu fait écho à l'exposition « Des Hommes et des Plantes qui soignent ». Présentée au 3ème niveau du château dans la partie des combles, l’œuvre explore à travers la présentation de jardins virtuels, le lien entre la nature et l'artifice qui aujourd’hui coexistent et s’enrichissent mutuellement. Ces fleurs, plantes et jardins virtuels s’inscrivent dans une démarche initiée par l'artiste à la fin des années 1990 qui s'appuie sur l’observation du règne végétal, et sa transposition imaginaire et poétique dans l’univers numérique. La première installation, « Arborescences digitales 2015 », est un jardin virtuel génératif projeté sur un écran de fils blancs. Cette nature numérique, rappelant celle d'un sous- bois, mêle différentes espèces d'arbres, d'arbustes, de feuillages et de brindilles. Certaines de ces plantes sont présentées dans le parcours de l'exposition « Des Hommes et des Plantes qui soignent ». Le développement de cette nature artificielle s’inspire des arborescences et des systèmes d'organisation de données informatiques, utilisant le principe de racines et de branches. Cette nature aux formes parfois réalistes, parfois abstraites, naît aléatoirement, s’épanouit et meurt en fonction de différents « codes morphogénétiques ». Le jardin se renouvelle en permanence. Comme Alice passant de l’autre côté du miroir, les visiteurs sont invités à traverser l'écran pour découvrir la seconde installation projetée au sol, « Digital Waterlilies 2015 ». Les visiteurs traversent ce parterre de plantes numériques qui se développe en temps réel. Cette création est également interactive : au passage des visiteurs, les plantes grossissent, s'écartent et disparaissent sous leurs pieds. Il se crée un étrange dialogue avec cette nature virtuelle plus vivante que jamais. Ces deux installations nous transportent dans un univers végétal très intriguant, au sein d’une nature virtuelle démesurée et luxuriante toujours plus surprenante. ","2.73 m de haut et 2.80 m de large","L'installation comprend: 1 PC, 2 vidéoprojecteurs, 1 caméra infrarouge.","Oeuvre unique",NULL,NULL,NULL,"Lors de l'exposition \"Paradis Artificiles 2015\" l''installation \"Arborescences Digitales\" a été accompagnée par la musique de Michel Redolfi.
Le logiciel d’interaction a été réalisé par Antoine Villeret.",NULL,"La Fabrika, Ivry-sur-Seine",NULL,NULL,NULL,NULL,"non","L'installation est projetée sur un écran de fils. En s'agissant d'une projection en arc la hauteur de l'oeuvre n'est pas toujours la même.","Arborescences Digitales, Miguel Chevalier, 2015, Installation de réalité virtuelle interactive et générative, Oeuvre unique","8.85 ft high and 9.18 ft large",NULL,2015,NULL,"http://www.miguel-chevalier.com/fr/arborescences-digitales-et-digital-waterlilies?","Installation de réalité virtuelle générative","Atelier","Logiciel : Claude Micheli","Trans-Natures","sites/default/files/media/images/2015-tn-arborescencesdigitales4.jpg,sites/default/files/media/images/2015-tn-arborescencesdigitales3.jpg,sites/default/files/media/images/2015-tn-arborescencesdigitales2.jpg,sites/default/files/media/images/2015-tn-arborescencesdigitales1.jpg"
"Trans-Natures","2015-TN-TRANSNATURE","oui","Après l'expérience des Sur-Natures et des Fractal Flowers, Trans-Natures est la dernière génération de fleurs et de jardins virtuels créé par Miguel Chevalier. Leur forme et leur développement sont inspirés des formes d'arborescence, système d'organisation des données hiérarchisées ou aléatoires utilisant le principe des racines, des branches ou des tiges, des feuilles ou des fleurs. Chaque plante est autonome. Elle nait aléatoirement, s’épanouit et meurt en fonction de son « code morphogénétique ». Tout est dans une métamorphose permanente. Cette serre est une architecture de lumière, un espace artificiel qui renferme une nature générative en perpétuel devenir. ","11 m de large; 4,5 m de haut","2 vidéoprojecteurs 8000 Lumens, 1 ordinateur","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"La Fabrika, Ivry-sur-Seine",NULL,NULL,NULL,NULL,"oui",NULL,"Trans-Nature, Miguel Chevalier, 2015, Oeuvre de réalité virtuelle générative et interactive, Oeuvre unique","36,08 ft large; 14,76 ft high",NULL,2015,NULL,NULL,"Installation de réalité virtuelle générative","Atelier","Logiciel: Claude Micheli","Trans-Natures","sites/default/files/media/images/2015-tn-transnature6_0.jpg,sites/default/files/media/images/2015-tn-transnature7.jpg,sites/default/files/media/images/2015-tn-transnature1.jpg,sites/default/files/media/images/2015-tn-transnature2_0.jpg,sites/default/files/media/images/2015-tn-transnature3_0.jpg,sites/default/files/media/images/2015-tn-transnature4_0.jpg,sites/default/files/media/images/2015-tn-transnature5_0.jpg"
"Pixels Wave, 2015","2015-VP-PWMALTA","oui","Pixels Wave est un tapis géant de lumière qui couvre le sol Republic Street, en face du nouveau Parlement de Malte dessiné par Renzo Piano. Différents « tableaux graphiques multicolores » se succède aléatoirement, alternant entre une vague composée de motifs en référence à l'univers numérique (pixels ; 0 et 1, représentation symbolique du code binaire ; symboles liés à nos claviers d’ordinateur (lettres, points) ; symboles mathématiques (+ x -), de formes puisant dans l'alphabet plastique de Auguste Herbin. Pixels Wave inclus également des motifs en référence à l'histoire de Malte, notamment la croix de Malte. Grâce à des capteurs de présence, cet univers fluide réagi aux déplacements des visiteurs. Leurs mouvements amplifient sous leur pied la déformation de ces pixels. La vague ondule, se forme et se déforme à l’infini, créant des univers sans cesse renouvelés. Cette création renoue avec l’idée du trompe l’oeil et perturbera les perceptions des visiteurs en créant une sensation de sol qui se déforme et danse. Elle fait référence aux artistes de l’art cinétique et de l’Op’Art (Vasarely, Soto, Le Parc...), qui ont mené des recherches sur le mouvement et l’illusion d’optique et qui préfigurent la trame de pixels et l’univers numérique. Tel un kaléidoscope géant, ce monde de couleur et de forme en mouvement nous transporte dans un voyage imaginaire et poétique de jeu et d'illusion optique. ","50 x 15 m","-","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"La Fabrika, Ivry-sur-Seine",NULL,NULL,NULL,NULL,"oui",NULL,"Pixel Wave, Miguel Chevalier, 2015, Installation de réalité virtuelle générative et interactive, Oeuvre unique","164,04 x 49,21 ft",NULL,2015,NULL,NULL,"Installation de réalité virtuelle interactive et générative","Atelier","Logiciel Cyrille Henry et Antoine Villeret","Vague des Pixels","sites/default/files/media/images/2015-vp-pwmalta6.jpg,sites/default/files/media/images/2015-vp-pwmalta3.jpg,sites/default/files/media/images/2015-vp-pwmalta2_0.jpg,sites/default/files/media/images/2015-vp-pwmalta1.jpg,sites/default/files/media/images/2015-vp-malta7_0.jpg,sites/default/files/media/images/2015-vp-malta5.jpg,sites/default/files/media/images/2015-vp-malta4.jpg"
"Pixels Wave, 2015","2015-VP-PWSINGAPORE","oui","Pixels Wave est un tapis géant de lumière qui couvre le sol du National Design Center.
Différents « tableaux graphiques multicolores » se succède aléatoirement, alternant entre une vague composée de motifs en référence à l'univers numérique (pixels ; 0 et 1, représentation symbolique du code binaire ; symboles liés à nos claviers d’ordinateur (lettres, points) ; symboles mathématiques (+ x -), de formes puisant dans l'alphabet plastique de Auguste Herbin.
Pour le Singapore Night Festival, Miguel Chevalier collabore pour la première fois avec les deux designers singapouriens Carolyn Kan et Depression, qui ont créé de nouveaux et originaux motifs. La vague ondule, se forme et se déforme à l’infini, créant des univers sans cesse renouvelés.
Grâce à des capteurs de présence, cet univers fluide réagi aux déplacements des visiteurs. Leurs mouvements amplifient sous leur pied la déformation de ces pixels.
Cette création renoue avec l’idée du trompe l’oeil et perturbera les perceptions des visiteurs en créant une sensation de sol qui se déforme et danse. Elle fait référence aux artistes de l’art cinétique et de l’Op’Art (Vasarely, Soto, Le Parc...), qui ont mené des recherches sur le mouvement et l’illusion d’optique et qui préfigurent la trame de pixels et l’univers numérique.
Tel un kaléidoscope géant, ce monde de couleur et de forme en mouvement nous transporte dans un voyage imaginaire et poétique de jeu et d'illusion optique.

","25 x 15 m","-","Oeuvre unique",NULL,NULL,NULL,"L'installation a été réalisée en collaboration avec Carolyn Kan et Depression et a été présentée à l'occasion du Singapore Night Festival dans le National Design Center de Singapour du 21 au 29 août 2015, à partir de 19h30.",NULL,"La Fabrika, Ivry-sur-Seine",NULL,NULL,NULL,NULL,"oui",NULL,"Pixels Wave, Miguel Chevalier en collaboration avec Carolyn Kan et Depression, Installation de réalité virtuelle générative et interactive, Installation de réalité virtuelle générative et interactive, 25 x 15m, Oeuvre unique.  ","82,02 x 49,21 ft",NULL,2015,NULL,"http://www.miguel-chevalier.com/fr/pixels-wave","Installation de réalité virtuelle interactive et générative","Atelier","Logiciel Cyrille Henry et Antoine Villeret","Vague des Pixels","sites/default/files/media/images/2015-vp-pwsingapore10.jpg,sites/default/files/media/images/2015-vp-pwsingapore9.jpg,sites/default/files/media/images/2015-vp-pwsingapore8_0.jpg,sites/default/files/media/images/2015-vp-pwsingapore7_0.jpg,sites/default/files/media/images/2015-vp-pxsingapore6.jpg,sites/default/files/media/images/2015-vp-pxsingapore5_0.jpg,sites/default/files/media/images/2015-vp-pxsingapore4.jpg,sites/default/files/media/images/2015-vp-pxsingapore3.jpg,sites/default/files/media/images/2015-vp-pxsingapore2.jpg,sites/default/files/media/images/2015-vp-pxsingapore1.jpg"
"Double Flux","2015-VR-DBFLUX1","oui",NULL,"45 x 45 x 45 cm","Impression 3D en résine peint en vert fluo","Oeuvre Unique",2800,7500,7500,"Oeuvre suspendue au plafond avec un fil de nylon ","Lors de l'exposition Vortex le prix de l'oeuvre était de 7000 euros.","La Fabrika, Ivry-sur-Seine, Bâtiment Prudhon, grande salle (Etagère 2: R2, L1)",NULL,NULL,NULL,NULL,"oui","Double Flux est une sculpture par impression 3D.  Cette sculpture  matérialise encore un peu plus cet univers des flux immatériaux, difficilement préhensibles qui apparaissent ici dans leur substance.","Double Vortex (vert fluo), Miguel Chevalier, 2015, Impression 3D (résine), 45 x 45 x 45 cm, Oeuvre unique","17.71 x 17.71 x 17.71 in","(vert fluo)",2015,NULL,"http://www.miguel-chevalier.com/fr/vortex?position=3&list=KI31w6meTO7SJVqVBx8gAJJUXM83qYYb6RJ_eycKFAY","Impression 3D","Atelier",NULL,"Vortex","sites/default/files/media/images/2016-e-yiaartbruxelles_vue3_0.jpg,sites/default/files/media/images/2016-e-yiaartbruxellesvue.jpg"
"Double Flux","2015-VR-DBFLUX2","oui",NULL,"120 x 67 cm","Impression numérique sous Diasec","Oeuvre Unique",750,7000,7000,"Signé au dos",NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Prudhon, WC (exposé)",NULL,NULL,NULL,NULL,"oui",NULL,"Double Flux, Miguel Chevalier, 2015, Impression numérique sous Diasec, 120 x 80 cm, Oeuvre unique","47.24 x 26.37 in","Horizontal",2015,NULL,"http://www.miguel-chevalier.com/fr/vortex?position=3&list=Og1Tbhla9HKlHK7P-aCUO7NiojGEDgUabEWdl4epUXo","Impression","Atelier",NULL,"Vortex",NULL
"Double Vortex","2015-VR-DBVOR","oui","Double Vortex est une sculpture par impression 3D.  Cette sculpture  matérialise encore un peu plus cet univers des flux immatériaux, difficilement préhensibles qui apparaissent ici dans leur substance.","90 X 45 cm","Impression 3D en résine rouge et orange fluo","Oeuvre unique",3500,18000,18000,"Oeuvre suspendue au plafond avec un fil de nylon. Poids: 405 gr.","Lors de l'exposition \"Vortex 2015\" le prix de l'oeuvre était de 8000 euros.","La Fabrika, Ivry-sur-Seine, Bâtiment Prudhon, grande salle",NULL,NULL,NULL,NULL,"oui","Cabinet de curiosités : Nécessite de la lumière UV.","Double Vortex, (rouge et orange fluo), Miguel Chevalier, 2015, Impression 3D (résine), 90 x 45 cm, Oeuvre unique","35,43 x 17,71 in","(rouge et orange fluo)",2015,NULL,"http://www.miguel-chevalier.com/fr/vortex?position=3&list=2dVHncYacsHI8EPx0drYd0iaVip6CqgMIutvAstFD7M","Impression 3D","Atelier",NULL,"Vortex","sites/default/files/media/images/2016-vr-vortex.jpg,sites/default/files/media/images/2015-vr-dbvorbis.jpg,sites/default/files/media/images/2016-e-yiaartbruxellesdbvortex.jpg,sites/default/files/media/images/2015-vr-dbvor.jpg"
"Double Vortex 1","2015-VR-DBVOR1","oui",NULL,"50 x 30 cm","Carte à gratter gravée au laser et cadre en bois peint en noir","Oeuvre unique",300,3000,3000,"L'oeuvre est signée au dos par l'artiste. Le numéro d'inventaire est écrit à la main avec un feutre noir. Poids: 2,5 kg",NULL,"La Fabrika, Ivry-sur-Seine (chambre bleue)",NULL,NULL,NULL,NULL,"oui",NULL,"Double Vortex (noir & blanc) 1, Miguel Chevalier, 2015, Carte à gratter gravée au laser et cadre en bois peint en noir, 50 x 30 cm, Oeuvre unique","19.16 x 11.81 in","noir & blanc ",2015,NULL,"http://www.miguel-chevalier.com/fr/vortex?position=3&list=2dVHncYacsHI8EPx0drYd0iaVip6CqgMIutvAstFD7M","Carte à gratter","Atelier",NULL,"Vortex","sites/default/files/media/images/mc_mordoch_2015_002.jpg"
"Double Vortex 2","2015-VR-DBVOR2","oui",NULL,"50 x 30 cm","Carte à gratter gravée au laser et cadre en bois peint en noir","Oeuvre unique",300,3000,3000,"Poids: 2,5 kg","Vendu par la Galerie Mordoch suite à l'exposition Vortex 2015","Collectionneur",NULL,NULL,NULL,NULL,"oui","L'oeuvre est signée au dos par l'artiste.","Double Vortex (noir & blanc) 2, Miguel Chevalier, 2015, Carte à gratter gravée au laser et cadre en bois peint en noir, 50 x 30 cm, Oeuvre unique","19.68 x 11.81 in ","noir & blanc ",2015,NULL,"http://www.miguel-chevalier.com/fr/vortex?position=3&list=2dVHncYacsHI8EPx0drYd0iaVip6CqgMIutvAstFD7M","Carte à gratter","Vendu",NULL,"Vortex","sites/default/files/media/images/mc_mordoch_2015_002_0.jpg"
"Double Vortex 3","2015-VR-DBVOR3","oui",NULL,"50 x 30 cm","Carte à gratter gravée au laser et cadre en bois peint en noir","Oeuvre unique",300,3800,3800,"L'oeuvre est signée, datée et titrée au dos par l'artiste. Poids: 2,5 kg. Disposition au mur.","Lors de l'exposition \"Vortex 2015\" le prix de l'oeuvre était de 3000 euros.","La Fabrika, Ivry-sur-Seine",NULL,NULL,NULL,NULL,"oui","L'oeuvre est signée au dos par l'artiste.","Double Vortex (noir & blanc) 3, Miguel Chevalier, 2015, Carte à gratter gravée au laser et cadre en bois peint en noir, 50 x 30 cm, Oeuvre unique","19.68 x 11.81 in ","noir & blanc",2015,NULL,"http://www.miguel-chevalier.com/fr/vortex?position=3&list=2dVHncYacsHI8EPx0drYd0iaVip6CqgMIutvAstFD7M","Carte à gratter","Atelier",NULL,"Vortex","sites/default/files/media/images/mc_mordoch_2015_002_1.jpg"
"Double Vortex 4","2015-VR-DBVOR4","oui",NULL,"50 x 30 cm","Carte à gratter gravée au laser et cadre en bois peint en noir","Oeuvre unique",300,3800,3800,"L'oeuvre est signée, datée et titrée au dos par l'artiste. Poids: 2,5 kg. Disposition au mur.","Le prix de l'oeuvre lors de l'exposition \"Vortex 2015\" était de 3000 euros.","La Fabrika, Ivry-sur-Seine",NULL,NULL,NULL,NULL,"oui",NULL,"Double Vortex (noir & blanc) 4, Miguel Chevalier, 2015, Carte à gratter gravée au laser et cadre en bois peint en noir, 50 x 30 cm, Oeuvre unique","19.68 x 11.81 in ","noir & blanc ",2015,NULL,"http://www.miguel-chevalier.com/fr/vortex?position=3&list=2dVHncYacsHI8EPx0drYd0iaVip6CqgMIutvAstFD7M","Carte à gratter","Atelier",NULL,"Vortex","sites/default/files/media/images/mc_mordoch_2015_002_2.jpg"
"Flux","2015-VR-FLUX","oui",NULL,"200 x 50 cm","Impression numérique sous Diasec","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"Chalet Le miroir, 5 st Foy, Tarentaise","Collection de l'artiste",NULL,NULL,NULL,"oui",NULL,"Flux (jaune et rose), Miguel Chevalier, 2015, Impression numérique sous Diasec, 200 x 50 cm, Oeuvre unique","78,74 x 19,7 in","(jaune et rose)",2015,NULL,NULL,"Impression","Appartement Miguel Chevelier",NULL,"Vortex",NULL
"Flux 1h","2015-VR-FLUX1H","oui",NULL,"45 x 80 cm","Impression numérique sous Diasec","Oeuvre Unique",385,3500,3500,"Poids: 4 kg",NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 2, Etagère 1: R1, L3)",NULL,NULL,NULL,NULL,"oui",NULL,"Flux 1h, Miguel Chevalier, 2015, Impression numérique sous Diasec, 45 x 80 cm, Oeuvre unique","17.71 x 31.50 in","Horizontal",2015,NULL,"http://www.miguel-chevalier.com/fr/vortex?position=3&list=Og1Tbhla9HKlHK7P-aCUO7NiojGEDgUabEWdl4epUXo","Impression","Atelier",NULL,"Vortex","sites/default/files/media/images/mc_mordoch_2015_038.jpg,sites/default/files/media/images/mc_mordoch_2015_039.jpg"
"Flux 1v","2015-VR-FLUX1V","oui",NULL,"80 x 45 cm","Impression numérique sous Diasec","Oeuvre Unique",385,3500,3500,"L'œuvre est signée, datée et titre au dos par l'artiste. Poids: 4 kg",NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 2, Etagère 1: R1, L3)",NULL,NULL,NULL,NULL,"non",NULL,"Flux 1v, Miguel Chevalier, 2015
Impression numérique sous Diasec
60 x 80 cm
Oeuvre unique","31.50 x 17.71 in","Vertical",2015,NULL,"http://www.miguel-chevalier.com/fr/vortex?position=3&list=Og1Tbhla9HKlHK7P-aCUO7NiojGEDgUabEWdl4epUXo","Impression","Atelier",NULL,"Vortex","sites/default/files/media/images/2015-vr-flux1v.jpg"
"Flux 2h","2015-VR-FLUX2H","oui",NULL,"45 x 80 cm","Impression numérique sous Diasec","Oeuvre Unique",385,3500,3500,"Poids: 4 kg",NULL,"La Fabrika, Ivry-sur-Seine",NULL,NULL,NULL,NULL,"non",NULL,"Flux 2h, Miguel Chevalier, 2015 Impression numérique sous Diasec, 45 x 80 cm, Oeuvre unique","17.71 x 31.50 in","Horizontal",2015,NULL,"http://www.miguel-chevalier.com/fr/vortex?position=3&list=KI31w6meTO7SJVqVBx8gAJJUXM83qYYb6RJ_eycKFAY","Impression","Atelier",NULL,"Vortex",NULL
